stop_pattern_id,stop_id,stop_sequence,timepoint
29_0,6957,30,0
29_0,6958,31,0
29_0,6959,32,0
29_0,6960,33,1
29_0,6133,34,0
29_0,6134,35,0
29_0,7157,36,0
29_0,7156,37,0
29_0,7155,38,0
29_0,7153,39,1
29_0,6100,40,0
29_0,6101,41,0
29_0,6140,42,0
29_0,6141,43,0
29_0,6142,44,0
29_0,6143,45,0
29_0,6144,46,0
29_0,6145,47,0
29_0,6146,48,0
29_0,7796,49,0
29_0,7795,50,0
29_0,7794,51,0
29_0,7793,52,0
29_0,7792,53,0
29_0,7791,54,0
29_0,7720,55,1
N3_0,5000,0,1
N3_0,5002,1,0
N3_0,5515,2,1
N3_0,5006,3,0
N3_0,5008,4,0
N3_0,5010,5,0
N3_0,5012,6,0
N3_0,5015,7,0
N3_0,5911,8,0
N3_0,5912,9,0
N3_0,5913,10,0
N3_0,5914,11,0
N3_0,5915,12,0
N3_0,5916,13,0
N3_0,5917,14,0
N3_0,5918,15,0
N3_0,5319,16,0
N3_0,5320,17,0
N3_0,5321,18,0
N3_0,5322,19,0
N3_0,5323,20,0
N3_0,5324,21,0
N3_0,5325,22,0
N3_0,5326,23,0
N3_0,5327,24,0
N3_0,5328,25,0
N3_0,5329,26,0
N3_0,5330,27,0
N3_0,5331,28,0
N3_0,5332,29,0
N3_0,5366,30,0
N3_0,5367,31,0
N3_0,5368,32,0
N3_0,5369,33,0
N3_0,4332,34,0
N3_0,4365,35,0
N3_0,4364,36,0
N3_0,4363,37,0
N3_0,4362,38,0
N3_0,4361,39,0
N3_0,4360,40,0
N3_0,5330,41,0
N3_0,5341,42,0
N3_0,5342,43,0
N3_0,5343,44,0
N3_0,5344,45,0
N3_0,5345,46,0
N3_0,5346,47,0
N3_0,5347,48,0
N3_0,5348,49,0
N3_0,5349,50,0
N3_0,5350,51,0
N3_0,5351,52,0
N3_0,4352,53,0
N3_0,4350,54,0
N3_0,4349,55,0
N3_0,4348,56,0
N3_0,4347,57,0
N3_0,4346,58,0
N3_0,4345,59,0
N3_0,4344,60,0
N3_0,4343,61,0
N3_0,4342,62,0
N3_0,4341,63,0
N3_0,4330,64,0
N3_0,4329,65,0
N3_0,4328,66,0
N3_0,4395,67,0
N3_0,4394,68,0
N3_0,4393,69,0
N3_0,4392,70,0
N3_0,4391,71,0
N3_0,4390,72,0
N3_0,4389,73,0
N3_0,4388,74,0
N3_0,4387,75,0
N3_0,4386,76,0
N3_0,4385,77,0
N3_0,4384,78,0
N3_0,4383,79,0
N3_0,4382,80,0
N3_0,5305,81,0
N3_0,4324,82,0
N3_0,4323,83,0
N3_0,4925,84,0
N3_0,4924,85,0
N3_0,4923,86,0
N3_0,4922,87,0
N3_0,4921,88,1
200_1,1862,0,1
200_1,1878,1,0
200_1,1855,2,1
200_1,1856,3,0
200_1,1950,4,0
200_1,1948,5,0
200_1,1944,6,0
200_1,1943,7,0
200_1,1942,8,0
200_1,1941,9,0
200_1,1940,10,0
200_1,0005,11,0
200_1,1928,12,0
200_1,1939,13,0
200_1,1938,14,0
200_1,1937,15,0
200_1,1936,16,1
200_1,1935,17,0
200_1,1933,18,0
200_1,1932,19,0
200_1,1931,20,0
200_1,1930,21,0
200_1,1927,22,0
200_1,0004,23,0
200_1,1925,24,0
200_1,1922,25,1
200_1,1921,26,0
200_1,1920,27,0
200_1,1919,28,0
200_1,1917,29,0
200_1,0003,30,0
200_1,1916,31,0
200_1,1915,32,0
200_1,1912,33,0
200_1,1911,34,0
200_1,1810,35,1
200_1,1811,36,0
200_1,1812,37,0
200_1,1813,38,0
200_1,1908,39,0
200_1,1907,40,0
200_1,1906,41,0
200_1,0002,42,0
200_1,1905,43,0
200_1,1904,44,0
200_1,1903,45,0
200_1,1902,46,0
200_1,0001,47,0
200_1,1800,48,0
200_1,1779,49,1
200_0,1779,0,1
200_0,1800,1,0
200_0,8991,2,0
200_0,8992,3,0
200_0,8993,4,0
200_0,8997,5,0
200_0,8998,6,0
200_0,8999,7,0
200_0,1801,8,0
200_0,0001,9,0
200_0,1802,10,0
200_0,1803,11,0
200_0,1804,12,0
200_0,1805,13,0
200_0,0002,14,0
200_0,1806,15,0
200_0,1807,16,0
200_0,1808,17,0
200_0,1912,18,0
200_0,1911,19,0
200_0,1810,20,1
200_0,1811,21,0
200_0,1812,22,0
200_0,1813,23,0
200_0,1815,24,0
200_0,1816,25,0
200_0,0003,26,0
200_0,1817,27,0
200_0,1820,28,0
200_0,1822,29,1
200_0,1825,30,0
200_0,0004,31,0
200_0,1827,32,0
200_0,1830,33,1
200_0,1830,34,0
200_0,1831,35,0
200_0,1832,36,0
200_0,1833,37,0
200_0,1834,38,0
200_0,1835,39,0
200_0,1836,40,1
200_0,1837,41,0
200_0,1838,42,0
200_0,1839,43,0
200_0,1828,44,0
200_0,0005,45,0
200_0,1840,46,0
200_0,1841,47,0
200_0,1842,48,0
200_0,1843,49,0
200_0,1844,50,0
200_0,1845,51,0
200_0,1847,52,0
200_0,1850,53,0
200_0,1851,54,0
200_0,1855,55,1
200_0,1860,56,0
200_0,1862,57,1
AX_0,7399,0,1
AX_0,7224,1,1
AX_0,5000,2,1
AX_0,5002,3,0
AX_0,5515,4,0
AX_0,5006,5,0
AX_0,5008,6,0
AX_0,5010,7,0
AX_0,5012,8,0
AX_0,5011,9,0
AX_0,5016,10,1
AX_1,5500,0,1
AX_1,5502,1,0
AX_1,5506,2,0
AX_1,5508,3,0
AX_1,5510,4,0
AX_1,5513,5,0
AX_1,5514,6,0
AX_1,5516,7,1
AX_1,6224,8,1
AX_1,7399,9,1
743_1,4136,0,1
743_1,4135,1,0
743_1,4134,2,0
743_1,4133,3,0
743_1,4132,4,0
743_1,4131,5,0
743_1,4130,6,0
743_1,4129,7,0
743_1,4128,8,0
743_1,4127,9,0
743_1,4126,10,0
743_1,4125,11,0
743_1,4123,12,0
743_1,4122,13,0
743_1,4121,14,0
743_1,4120,15,0
743_1,4119,16,0
743_1,4118,17,0
743_1,4117,18,0
743_1,4116,19,0
743_1,4115,20,0
743_1,4114,21,0
743_1,4113,22,0
743_1,5098,23,0
743_1,6012,24,0
743_1,6013,25,0
743_1,6010,26,1
MEL_0,WELL,0,1
MEL_0,NGAU,1,1
MEL_0,PETO,2,1
MEL_0,WEST,3,1
MEL_0,MELL,4,1
951_0,8428,0,1
951_0,8462,1,1
951_0,8050,2,0
951_0,8049,3,0
951_0,8208,4,0
951_0,8227,5,0
951_0,8226,6,0
951_0,8225,7,0
951_0,8224,8,0
951_0,8123,9,0
951_0,8122,10,0
951_0,8121,11,1
951_0,9150,12,1
951_0,9353,13,0
951_0,9048,14,1
951_1,8208,0,1
951_1,8227,1,0
951_1,8226,2,0
951_1,8225,3,0
951_1,8224,4,0
951_1,8123,5,0
951_1,8122,6,0
951_1,8121,7,1
951_1,9150,8,1
951_1,9353,9,0
951_1,9048,10,0
951_1,9049,11,0
951_1,9462,12,1
951_1,8428,13,1
MEL_1,MELL,0,1
MEL_1,WEST,1,1
MEL_1,PETO,2,1
MEL_1,NGAU,3,1
MEL_1,WELL,4,1
17_0,6000,0,1
17_0,5502,1,0
17_0,5506,2,0
17_0,5508,3,0
17_0,5510,4,0
17_0,6708,5,0
17_0,6710,6,0
17_0,6711,7,0
17_0,6712,8,0
17_0,6713,9,0
17_0,6714,10,0
17_0,6715,11,0
17_0,6716,12,0
17_0,6718,13,0
17_0,6719,14,1
17_0,7720,15,1
17_0,7719,16,0
17_0,6761,17,0
17_0,6762,18,0
17_0,6763,19,0
17_0,6764,20,0
17_0,6765,21,0
17_0,6766,22,0
17_0,6767,23,0
17_0,6768,24,0
17_0,6769,25,0
17_0,6770,26,0
17_0,6771,27,0
17_0,6772,28,0
17_0,6773,29,0
17_0,7774,30,1
848_0,8152,0,1
848_0,8163,1,0
848_0,9132,2,0
848_0,9101,3,0
848_0,8103,4,1
848_0,9134,5,0
848_0,9133,6,0
848_0,9138,7,0
848_0,9137,8,0
848_0,9875,9,0
848_0,9876,10,0
848_0,9877,11,0
848_0,9139,12,0
848_0,9141,13,1
825_0,9248,0,1
825_0,9249,1,0
825_0,9250,2,0
825_0,9251,3,0
825_0,9253,4,0
825_0,9254,5,0
825_0,9255,6,0
825_0,9256,7,0
825_0,9257,8,0
825_0,9361,9,0
825_0,9303,10,0
825_0,9305,11,0
825_0,9306,12,0
825_0,9308,13,0
825_0,9309,14,0
825_0,9310,15,0
825_0,9312,16,0
825_0,9313,17,0
825_0,9314,18,0
825_0,9315,19,0
825_0,9316,20,0
825_0,9368,21,0
825_0,8365,22,0
825_0,8364,23,0
825_0,8329,24,0
825_0,8328,25,0
825_0,8327,26,0
825_0,8326,27,0
825_0,8325,28,0
825_0,8324,29,0
825_0,8323,30,0
825_0,8322,31,0
825_0,8321,32,0
825_0,9377,33,0
825_0,9369,34,0
825_0,9370,35,0
825_0,9371,36,0
825_0,9372,37,0
825_0,9373,38,0
825_0,9374,39,0
825_0,9375,40,0
825_0,9376,41,0
825_0,8377,42,1
825_1,8377,0,1
825_1,8376,1,0
825_1,8375,2,0
825_1,8374,3,0
825_1,8373,4,0
825_1,8372,5,0
825_1,8371,6,0
825_1,8370,7,0
825_1,8369,8,0
825_1,9321,9,0
825_1,9322,10,0
825_1,9323,11,0
825_1,9324,12,0
825_1,9325,13,0
825_1,9326,14,0
825_1,9327,15,0
825_1,9328,16,0
825_1,9329,17,0
825_1,9364,18,0
825_1,9365,19,0
825_1,9366,20,0
825_1,9367,21,0
825_1,8315,22,0
825_1,8313,23,0
825_1,8312,24,0
825_1,8311,25,0
825_1,8310,26,0
825_1,8309,27,0
825_1,8307,28,0
825_1,8306,29,0
825_1,8305,30,0
825_1,8304,31,0
825_1,8303,32,0
825_1,8360,33,0
825_1,8256,34,0
825_1,8255,35,0
825_1,8254,36,0
825_1,8253,37,0
825_1,8251,38,0
825_1,8250,39,0
825_1,8249,40,0
825_1,9248,41,1
262_0,1001,0,1
262_0,1002,1,0
262_0,1100,2,0
262_0,1102,3,0
262_0,1104,4,0
262_0,1106,5,0
262_0,1108,6,0
262_0,1110,7,0
262_0,1112,8,0
262_0,1114,9,0
262_0,1116,10,1
262_0,1120,11,0
262_0,1122,12,0
262_0,1124,13,0
262_0,1126,14,0
262_0,1128,15,0
262_0,1130,16,0
262_0,1132,17,0
262_0,1134,18,0
262_0,1136,19,0
262_0,1138,20,0
262_0,1140,21,0
262_0,1142,22,0
262_0,1144,23,0
262_0,1146,24,0
262_0,1148,25,1
512_0,1490,0,1
512_0,1003,1,0
512_0,1500,2,1
512_0,1630,3,0
512_0,1517,4,0
512_0,1518,5,0
512_0,1520,6,0
512_0,1522,7,0
512_0,1524,8,0
512_0,1526,9,0
512_0,1528,10,0
512_0,1530,11,0
512_0,1532,12,0
512_0,1534,13,0
512_0,1536,14,0
512_0,1538,15,0
512_0,1540,16,0
512_0,1542,17,0
512_0,1544,18,0
512_0,1546,19,0
512_0,1548,20,0
512_0,1550,21,0
512_0,1552,22,0
512_0,1554,23,0
512_0,1556,24,0
512_0,1558,25,0
512_0,1604,26,0
512_0,1606,27,0
512_0,1608,28,0
512_0,1610,29,0
512_0,1612,30,0
512_0,1614,31,0
512_0,1616,32,0
512_0,1618,33,0
512_0,1620,34,0
512_0,1560,35,1
886_0,9850,0,1
886_0,9859,1,0
886_0,8850,2,0
886_0,8849,3,0
886_0,8848,4,0
886_0,8847,5,0
886_0,8846,6,0
886_0,8845,7,0
886_0,8844,8,0
886_0,8843,9,0
886_0,8842,10,0
886_0,8841,11,0
886_0,8840,12,0
886_0,8839,13,0
886_0,8838,14,0
886_0,8737,15,0
886_0,8735,16,0
886_0,8734,17,0
886_0,8733,18,0
886_0,8732,19,0
886_0,8731,20,0
886_0,8730,21,0
886_0,9153,22,0
886_0,9155,23,0
886_0,9156,24,0
886_0,9157,25,0
886_0,9159,26,1
512_1,1536,0,1
512_1,1538,1,0
512_1,1540,2,0
512_1,1542,3,0
512_1,1544,4,0
512_1,1546,5,0
512_1,1548,6,0
512_1,1550,7,0
512_1,1552,8,0
512_1,1554,9,0
512_1,1556,10,1
512_1,1558,11,0
512_1,1604,12,0
512_1,1606,13,0
512_1,1608,14,0
512_1,1610,15,0
512_1,1612,16,0
512_1,1614,17,0
512_1,1616,18,0
512_1,1618,19,0
512_1,1620,20,0
512_1,1560,21,1
512_1,1562,22,0
512_1,1564,23,0
512_1,1566,24,0
512_1,1568,25,0
512_1,1570,26,0
512_1,1572,27,0
512_1,1574,28,0
512_1,1623,29,0
512_1,1596,30,1
512_1,1000,31,1
512_1,1490,32,1
130_1,8289,0,1
130_1,8288,1,0
130_1,8287,2,0
130_1,8286,3,0
130_1,8285,4,0
130_1,8284,5,0
130_1,8283,6,0
130_1,8282,7,0
130_1,8281,8,0
130_1,8280,9,1
130_1,8279,10,0
130_1,8278,11,0
130_1,8277,12,0
130_1,8276,13,0
130_1,8275,14,0
130_1,8274,15,0
130_1,8273,16,0
130_1,8272,17,0
130_1,8271,18,0
130_1,8270,19,0
130_1,8269,20,0
130_1,8168,21,0
130_1,8167,22,0
130_1,8166,23,0
130_1,8165,24,1
130_1,8164,25,0
130_1,8163,26,0
130_1,9132,27,0
130_1,8160,28,0
130_1,8115,29,1
130_1,8113,30,0
130_1,8159,31,0
130_1,8158,32,0
130_1,8157,33,0
130_1,8155,34,0
130_1,8154,35,0
130_1,8153,36,0
130_1,8021,37,0
130_1,8020,38,0
130_1,8019,39,0
130_1,8018,40,0
130_1,8017,41,0
130_1,8006,42,0
130_1,8005,43,0
130_1,8004,44,0
130_1,8003,45,0
130_1,8000,46,0
130_1,9000,47,1
30x_0,6000,0,1
30x_0,5502,1,0
30x_0,5506,2,0
30x_0,5508,3,0
30x_0,5510,4,0
30x_0,5513,5,0
30x_0,5514,6,0
30x_0,5516,7,1
30x_0,6080,8,0
30x_0,6081,9,0
30x_0,7232,10,0
30x_0,6086,11,0
30x_0,6032,12,0
30x_0,6033,13,0
30x_0,6034,14,0
30x_0,6035,15,0
30x_0,6036,16,1
30x_0,6037,17,0
30x_0,6038,18,0
30x_0,6039,19,0
30x_0,6040,20,1
30x_0,6041,21,0
30x_0,6042,22,0
30x_0,6043,23,0
30x_0,6044,24,0
30x_0,6045,25,0
30x_0,6046,26,0
30x_0,6047,27,0
30x_0,6048,28,0
30x_0,6049,29,0
30x_0,6050,30,0
30x_0,6052,31,1
30x_0,6062,32,0
30x_0,6064,33,0
30x_0,6065,34,0
30x_0,6066,35,0
30x_0,6067,36,0
30x_0,6068,37,0
30x_0,6069,38,0
30x_0,6070,39,0
30x_0,6071,40,0
30x_0,7072,41,1
30x_1,7052,0,1
30x_1,7051,1,0
30x_1,7050,2,0
30x_1,7049,3,0
30x_1,7048,4,0
30x_1,7047,5,0
30x_1,7046,6,0
30x_1,7045,7,0
30x_1,7044,8,0
30x_1,7043,9,0
30x_1,7072,10,1
30x_1,7071,11,0
30x_1,7070,12,0
30x_1,7069,13,0
30x_1,7068,14,0
30x_1,7066,15,0
30x_1,7065,16,0
30x_1,7064,17,0
30x_1,7063,18,0
30x_1,7062,19,0
30x_1,7042,20,0
30x_1,7041,21,0
30x_1,7040,22,1
30x_1,7039,23,0
30x_1,7038,24,0
30x_1,7037,25,0
30x_1,7036,26,1
30x_1,7035,27,0
30x_1,7034,28,0
30x_1,7033,29,0
30x_1,7032,30,0
30x_1,7086,31,0
30x_1,6232,32,0
30x_1,7083,33,0
30x_1,7080,34,0
30x_1,5000,35,1
30x_1,5002,36,0
30x_1,5515,37,0
30x_1,5006,38,0
30x_1,5008,39,0
30x_1,5010,40,0
30x_1,5012,41,0
30x_1,5011,42,0
30x_1,5016,43,1
17_1,7774,0,1
17_1,7773,1,0
17_1,7772,2,0
17_1,7771,3,0
17_1,7770,4,0
17_1,7769,5,0
17_1,7768,6,0
17_1,7767,7,0
17_1,7766,8,0
17_1,7764,9,0
17_1,7763,10,0
17_1,7762,11,0
17_1,7761,12,0
17_1,7720,13,1
17_1,7719,14,0
17_1,7718,15,1
17_1,7716,16,0
17_1,7715,17,0
17_1,7714,18,0
17_1,7713,19,0
17_1,7712,20,0
17_1,7711,21,0
17_1,7709,22,0
17_1,7708,23,0
17_1,5008,24,0
17_1,5010,25,0
17_1,5012,26,0
17_1,5011,27,0
17_1,5016,28,1
115_0,8580,0,1
115_0,9582,1,0
115_0,8539,2,0
115_0,8538,3,0
115_0,9576,4,0
115_0,8536,5,0
115_0,8535,6,0
115_0,8534,7,0
115_0,8533,8,0
115_0,8532,9,0
115_0,8531,10,0
115_0,8530,11,0
115_0,8529,12,0
115_0,8528,13,0
115_0,8527,14,0
115_0,9525,15,0
115_0,8424,16,0
115_0,8423,17,0
115_0,8422,18,0
115_0,8420,19,0
115_0,8419,20,0
115_0,8418,21,0
115_0,8417,22,0
115_0,8416,23,1
115_0,8415,24,0
115_0,8414,25,0
115_0,8413,26,0
115_0,8410,27,0
115_0,9401,28,0
115_0,9402,29,0
115_0,9403,30,0
115_0,9404,31,0
115_0,9405,32,0
115_0,9406,33,0
115_0,9407,34,1
115_0,9408,35,0
115_0,9409,36,0
115_0,9410,37,0
115_0,9411,38,0
115_0,9412,39,0
115_0,9414,40,0
115_0,9415,41,0
115_0,9416,42,1
115_0,9417,43,0
115_0,9418,44,0
115_0,9419,45,0
115_0,9420,46,0
115_0,9422,47,0
115_0,9423,48,0
115_0,9424,49,0
115_0,9526,50,0
115_0,9527,51,0
115_0,9528,52,0
115_0,9529,53,0
115_0,9530,54,0
115_0,9531,55,0
115_0,9532,56,0
115_0,9533,57,0
115_0,9534,58,0
115_0,9535,59,0
115_0,9536,60,0
115_0,8576,61,0
115_0,9538,62,0
115_0,9539,63,0
115_0,8582,64,0
115_0,8580,65,1
739_0,6011,0,1
739_0,7912,1,0
739_0,7911,2,0
739_0,7909,3,0
739_0,7908,4,0
739_0,7907,5,0
739_0,5914,6,0
739_0,5915,7,0
739_0,5916,8,0
739_0,5917,9,0
739_0,5918,10,0
739_0,5319,11,0
739_0,5380,12,0
739_0,5381,13,0
739_0,5382,14,0
739_0,5383,15,0
739_0,5384,16,0
739_0,5385,17,0
739_0,5386,18,0
739_0,5388,19,0
739_0,5389,20,0
739_0,5390,21,0
739_0,5391,22,0
739_0,5392,23,0
739_0,5393,24,0
739_0,5394,25,0
739_0,5395,26,0
739_0,5396,27,1
716_0,6010,0,1
716_0,6212,1,0
716_0,7213,2,0
716_0,6214,3,0
716_0,6215,4,0
716_0,6216,5,0
716_0,6217,6,0
716_0,6218,7,0
716_0,6219,8,0
716_0,6220,9,0
716_0,6221,10,0
716_0,6222,11,0
716_0,6223,12,0
716_0,6224,13,0
716_0,6027,14,0
716_0,6028,15,0
716_0,6030,16,0
716_0,6031,17,0
716_0,6232,18,0
716_0,6234,19,0
716_0,6235,20,0
716_0,6236,21,0
716_0,6237,22,0
716_0,6272,23,0
716_0,6273,24,0
716_0,6274,25,0
716_0,6087,26,0
716_0,6088,27,0
716_0,6089,28,0
716_0,6036,29,0
716_0,6037,30,0
716_0,6038,31,0
716_0,6039,32,0
716_0,6040,33,0
716_0,6041,34,0
716_0,6042,35,0
716_0,7042,36,1
633_0,3466,0,1
633_0,3468,1,0
633_0,3470,2,0
633_0,3472,3,0
633_0,3474,4,0
633_0,3476,5,0
633_0,3478,6,0
633_0,3480,7,0
633_0,3482,8,0
633_0,3200,9,0
633_0,3202,10,0
633_0,3204,11,0
633_0,3206,12,0
633_0,3208,13,0
633_0,3210,14,0
633_0,3274,15,0
633_0,3275,16,0
633_0,3220,17,0
633_0,3222,18,0
633_0,3224,19,0
633_0,3226,20,0
633_0,3228,21,0
633_0,3230,22,0
633_0,3232,23,1
731_0,6008,0,1
731_0,6010,1,0
731_0,6014,2,0
731_0,6015,3,0
731_0,6016,4,0
731_0,6055,5,0
731_0,6119,6,0
731_0,6120,7,0
731_0,6121,8,0
731_0,6123,9,0
731_0,6124,10,0
731_0,6125,11,0
731_0,6126,12,0
731_0,6127,13,0
731_0,6128,14,0
731_0,6129,15,0
731_0,6131,16,0
731_0,6132,17,0
731_0,6133,18,0
731_0,6136,19,0
731_0,6137,20,0
731_0,6139,21,0
731_0,6101,22,0
731_0,6140,23,0
731_0,6141,24,0
731_0,6142,25,0
731_0,6143,26,0
731_0,6144,27,0
731_0,6145,28,0
731_0,6146,29,0
731_0,6147,30,0
731_0,6149,31,0
731_0,6150,32,0
731_0,6151,33,0
731_0,6152,34,0
731_0,6153,35,0
731_0,6155,36,0
731_0,6156,37,0
731_0,6157,38,0
731_0,6158,39,1
633_1,3220,0,1
633_1,3222,1,0
633_1,3224,2,0
633_1,3226,3,0
633_1,3228,4,0
633_1,3230,5,0
633_1,3232,6,0
633_1,3234,7,0
633_1,3236,8,0
633_1,3974,9,0
633_1,3976,10,0
633_1,3978,11,0
633_1,3980,12,0
633_1,3982,13,0
633_1,3400,14,0
633_1,3500,15,0
633_1,3502,16,0
633_1,3504,17,0
633_1,3506,18,0
633_1,3508,19,0
633_1,3510,20,0
633_1,3512,21,0
633_1,3514,22,0
633_1,3466,23,1
754_0,6018,0,1
754_0,7028,1,0
754_0,7027,2,0
754_0,7224,3,1
754_0,7223,4,0
754_0,7222,5,0
754_0,7221,6,0
754_0,7220,7,0
754_0,7219,8,0
754_0,7218,9,0
754_0,7217,10,0
754_0,7216,11,0
754_0,7215,12,0
754_0,7214,13,0
754_0,7213,14,0
754_0,7212,15,0
754_0,6509,16,0
754_0,5016,17,1
731_1,7153,0,1
731_1,7152,1,0
731_1,7151,2,0
731_1,7150,3,0
731_1,7149,4,0
731_1,7148,5,0
731_1,7147,6,0
731_1,7146,7,0
731_1,7145,8,0
731_1,7144,9,0
731_1,7143,10,0
731_1,7142,11,0
731_1,7141,12,0
731_1,7140,13,0
731_1,7101,14,0
731_1,7100,15,0
731_1,6153,16,0
731_1,6155,17,0
731_1,6156,18,0
731_1,6157,19,0
731_1,7158,20,1
731_1,7134,21,0
731_1,7133,22,0
731_1,7132,23,0
731_1,7131,24,0
731_1,7129,25,0
731_1,7128,26,0
731_1,7126,27,0
731_1,7125,28,0
731_1,7124,29,0
731_1,7123,30,0
731_1,7122,31,0
731_1,7121,32,0
731_1,7120,33,0
731_1,7018,34,0
731_1,7017,35,0
731_1,7016,36,0
731_1,7015,37,0
731_1,7014,38,0
731_1,7013,39,0
731_1,6214,40,0
731_1,6008,41,1
731_1,6010,42,1
251_1,1410,0,1
251_1,1411,1,0
251_1,1412,2,0
251_1,1413,3,0
251_1,1414,4,0
251_1,1415,5,0
251_1,1416,6,0
251_1,1417,7,0
251_1,1418,8,0
251_1,1419,9,0
251_1,1420,10,0
251_1,1426,11,0
251_1,1425,12,1
251_1,1468,13,0
251_1,1470,14,0
251_1,1472,15,0
251_1,1474,16,0
251_1,1477,17,0
251_1,1478,18,0
251_1,1480,19,0
251_1,1482,20,0
251_1,1484,21,0
251_1,1421,22,0
251_1,1422,23,0
251_1,1382,24,0
251_1,1384,25,0
251_1,1386,26,0
251_1,1100,27,0
251_1,1001,28,1
251_1,1002,29,1
251_1,1100,30,0
251_1,1102,31,0
251_1,1105,32,1
236_0,2002,0,1
236_0,2006,1,0
236_0,2008,2,0
236_0,2012,3,0
236_0,2024,4,0
236_0,2500,5,1
236_0,2502,6,0
236_0,2504,7,0
236_0,2506,8,0
236_0,2508,9,0
236_0,2510,10,0
236_0,2512,11,0
236_0,2514,12,0
236_0,2516,13,0
236_0,2518,14,0
236_0,2520,15,0
236_0,2522,16,0
236_0,2524,17,1
236_0,2604,18,0
236_0,2031,19,1
236_0,2600,20,1
236_0,2602,21,1
236_0,2526,22,0
236_0,2528,23,0
236_0,2530,24,1
236_0,2710,25,0
236_0,2712,26,0
236_0,2713,27,0
236_0,2714,28,0
236_0,2716,29,0
236_0,2718,30,1
236_0,2720,31,0
236_0,2722,32,0
236_0,2724,33,0
236_0,2726,34,0
236_0,2728,35,0
236_0,2730,36,0
236_0,2732,37,0
236_0,2734,38,0
236_0,2736,39,0
236_0,2738,40,1
236_1,2738,0,1
236_1,2740,1,0
236_1,2744,2,0
236_1,2748,3,0
236_1,2750,4,0
236_1,2752,5,0
236_1,2754,6,0
236_1,2756,7,0
236_1,2758,8,0
236_1,2760,9,0
236_1,2761,10,0
236_1,2762,11,1
236_1,2764,12,0
236_1,2766,13,0
236_1,2768,14,0
236_1,2770,15,0
236_1,2566,16,1
236_1,2568,17,0
236_1,2570,18,0
236_1,2604,19,1
236_1,2600,20,1
236_1,2602,21,0
236_1,2572,22,1
236_1,2574,23,0
236_1,2576,24,0
236_1,2578,25,0
236_1,2580,26,0
236_1,2582,27,0
236_1,2584,28,0
236_1,2586,29,0
236_1,2588,30,0
236_1,2590,31,0
236_1,2592,32,0
236_1,2594,33,0
236_1,2596,34,1
236_1,2031,35,0
236_1,2026,36,0
236_1,2028,37,0
236_1,2030,38,0
236_1,2002,39,1
28_0,6036,0,1
28_0,6281,1,0
28_0,6282,2,0
28_0,6283,3,0
28_0,6285,4,0
28_0,6286,5,0
28_0,6287,6,0
28_0,6289,7,0
28_0,6290,8,0
28_0,6291,9,0
28_0,6292,10,0
28_0,6293,11,0
28_0,7298,12,0
28_0,7297,13,0
28_0,7296,14,1
20_1,7026,0,1
20_1,7025,1,0
20_1,7024,2,0
20_1,7023,3,0
20_1,7572,4,0
20_1,7575,5,1
20_1,7571,6,0
20_1,7570,7,0
20_1,7569,8,0
20_1,7568,9,0
20_1,7567,10,0
20_1,7566,11,0
20_1,7565,12,0
20_1,7564,13,0
20_1,7563,14,0
20_1,7562,15,0
20_1,5000,16,1
250_0,1000,0,1
250_0,1002,1,0
250_0,1300,2,0
250_0,1302,3,0
250_0,1304,4,0
250_0,1306,5,0
250_0,1308,6,0
250_0,1310,7,1
250_0,1452,8,0
250_0,1454,9,0
250_0,1456,10,0
250_0,1461,11,0
250_0,1465,12,0
250_0,1468,13,0
250_0,1470,14,0
250_0,1472,15,1
250_0,1474,16,0
250_0,1477,17,0
250_0,1478,18,1
250_0,1480,19,0
250_0,1482,20,0
250_0,1484,21,0
250_0,1487,22,0
250_0,1489,23,0
250_0,1432,24,0
250_0,1434,25,0
250_0,1436,26,0
250_0,1438,27,0
250_0,1376,28,1
250_0,1378,29,0
250_0,1380,30,0
250_0,1382,31,0
250_0,1384,32,0
250_0,1386,33,0
250_0,1100,34,0
250_0,1001,35,1
500_0,1515,0,1
500_0,1500,1,0
500_0,1630,2,0
500_0,1517,3,1
500_0,1518,4,0
500_0,1520,5,0
500_0,1522,6,0
500_0,1524,7,0
500_0,1526,8,0
500_0,1528,9,0
500_0,1530,10,0
500_0,1532,11,0
500_0,1534,12,0
500_0,1535,13,0
500_0,1537,14,0
500_0,1604,15,0
500_0,1606,16,0
500_0,1608,17,0
500_0,1610,18,0
500_0,1612,19,0
500_0,1614,20,0
500_0,1616,21,0
500_0,1618,22,0
500_0,1620,23,0
500_0,1536,24,0
500_0,1538,25,0
500_0,1540,26,0
500_0,1542,27,0
500_0,1544,28,0
500_0,1546,29,0
500_0,1548,30,0
500_0,1550,31,0
500_0,1552,32,0
500_0,1554,33,0
500_0,1557,34,0
500_0,1559,35,0
500_0,1560,36,1
852_0,8120,0,1
852_0,8118,1,0
852_0,9135,2,1
852_0,9136,3,1
852_0,8165,4,0
852_0,8163,5,0
852_0,8164,6,0
852_0,9197,7,1
852_0,8161,8,1
852_0,8152,9,1
852_0,8163,10,0
852_0,8113,11,0
852_0,9158,12,0
852_0,9199,13,1
852_0,8106,14,0
852_0,9079,15,0
852_0,8078,16,0
852_0,8076,17,0
852_0,8075,18,0
852_0,8074,19,0
852_0,8063,20,0
852_0,8062,21,0
852_0,8061,22,0
852_0,8060,23,0
852_0,8059,24,0
