from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
9001,PETO1,2,0,154__0__129__TZM__436__436,MEL__1__5643__RAIL__Rail_MTuWThF-XHol
4915,4915,2,0,21__1__216__NBM__11__3__11__3,22__1__222__NBM__14__3__14__3
3000,3000,2,120,1__0__135__TZM__220__1__220__1,60__0__115__MNM__3031__3031
WAIK,1501,2,240,KPL__0__6348__RAIL__Rail_MTuWThF-XHol,280__0__157__UZM__32__4__32__4
PORI2,2003,2,0,KPL__0__6246__RAIL__Rail_MTuWThF-XHol,226__0__125__TZM__304__2__304__2
PORI2,2003,2,0,KPL__0__6246__RAIL__Rail_MTuWThF-XHol,226__0__125__TZM__304__3__304__3
8165,WATE1,2,0,130__1__166__TZM__416__1__416__1,HVL__1__3617__RAIL__Rail_MTuWThF-XHol
8165,WATE1,2,0,150__1__428__TZM__412__412,HVL__1__3843__RAIL__Rail_SaSu+Hol
WATE2,9165,2,0,HVL__0__3620__RAIL__Rail_MTuWThF-XHol,150__0__101__TZM__406__2__406__2
8140,WATE1,2,0,170__0__405__TZM__602__1__602__1,HVL__1__3813__RAIL__Rail_Sa
7026,7224,2,240,12__1__106__NBM__39__2__39__2,2__0__127__NBM__17__3__17__3
7026,7224,2,240,12__1__106__NBM__39__3__39__3,2__0__127__NBM__17__3__17__3
8251,TAIT1,2,0,120__1__190__TZM__403__2__403__2,HVL__1__4621__RAIL__Rail_MTuWThF-XHol
8580,UPPE,2,240,112__1__128__TZM__514__514,HVL__1__3629__RAIL__Rail_MTuWThF-XHol
7730,7730,2,120,27__0__125__TZM__230__230,7__1__204__TZM__216__2__216__2
PORI2,2003,2,0,KPL__0__8208__RAIL__Rail_MTuWThF-XHol,226__0__137__TZM__315__315
PORI2,2003,2,0,KPL__0__6324__RAIL__Rail_MTuWThF-XHol,226__0__137__TZM__315__315
1501,WAIK,2,240,281__0__117__UZM__40__4__40__4,KPL__1__6311__RAIL__Rail_MTuWThF-XHol
8165,WATE1,2,0,150__1__124__TZM__416__1__416__1,HVL__1__2633__RAIL__Rail_MTuWThF-XHol
8580,UPPE,2,240,110__1__202__TZM__522__522,HVL__1__3647__RAIL__Rail_MTuWThF-XHol
8580,UPPE,2,240,110__1__202__TZM__522__1__522__1,HVL__1__3647__RAIL__Rail_MTuWThF-XHol
PORI2,2003,2,0,KPL__0__6234__RAIL__Rail_MTuWThF-XHol,220__1__128__TZM__317__317
PORI2,2003,2,0,KPL__0__6234__RAIL__Rail_MTuWThF-XHol,220__1__128__TZM__317__2__317__2
2002,PORI2,2,0,60__0__421__MNM__2031__2031,KPL__0__6438__RAIL__Rail_SaSu+Hol
TAIT2,9251,2,0,HVL__0__3868__RAIL__Rail_SaSu+Hol,120__0__485__TZM__418__418
PARA2,1001,2,240,KPL__0__6332__RAIL__Rail_MTuWThF-XHol,261__0__135__UZM__34__4__34__4
WAIK,1501,2,240,KPL__0__6420__RAIL__Rail_SaSu+Hol,280__0__705__UZM__101__101
2001,PORI1,2,0,226__0__401__TZM__305__1__305__1,KPL__1__6409__RAIL__Rail_SaSu+Hol
PORI2,2001,2,0,KPL__0__6226__RAIL__Rail_MTuWThF-XHol,226__0__113__TZM__314__314
7720,6720,2,0,29__0__427__TZM__218__1__218__1,7__0__491__TZM__110__1__110__1
2002,PORI1,2,0,230__1__110__TZM__301__2__301__2,KPL__1__6217__RAIL__Rail_MTuWThF-XHol
2002,PORI1,2,0,230__1__110__TZM__301__3__301__3,KPL__1__6217__RAIL__Rail_MTuWThF-XHol
7026,7224,2,240,12__1__168__NBM__8__3__8__3,2__0__317__NBM__2__3__2__3
7026,7224,2,240,12__1__140__NBM__118__2__118__2,2__0__271__NBM__55__2__55__2
7026,7224,2,240,12__1__164__NBM__67__67,2__0__349__NBM__1__3__1__3
9001,PETO1,2,0,150__1__104__TZM__404__2__404__2,HVL__1__4607__RAIL__Rail_MTuWThF-XHol
PORI2,2002,2,0,KPL__0__6432__RAIL__Rail_SaSu+Hol,236__0__705__TZM__302__302
1001,PARA1,2,0,250__0__127__UZM__12__4__12__4,KPL__1__6319__RAIL__Rail_MTuWThF-XHol
6224,6224,2,240,2__1__190__NBM__72__72,12__0__129__NBM__8__3__8__3
6224,6224,2,240,2__1__188__NBM__7__3__7__3,12__0__129__NBM__8__3__8__3
3081,3081,2,120,19__0__709__TZM__217__217,1__1__724__TZM__101__1__101__1
8140,WATE1,2,0,170__0__717__TZM__602__602,HVL__1__3847__RAIL__Rail_SaSu+Hol
8140,WATE1,2,0,170__0__439__TZM__605__605,HVL__1__3847__RAIL__Rail_SaSu+Hol
8580,UPPE,2,240,111__0__451__TZM__507__507,HVL__1__3859__RAIL__Rail_SaSu+Hol
6055,6017,2,240,1__1__798__TZM__202__202,23__0__727__TZM__201__201
8251,TAIT1,2,0,120__1__118__TZM__412__1__412__1,HVL__1__2617__RAIL__Rail_MTuWThF-XHol
PETO2,9001,2,0,HVL__0__3618__RAIL__Rail_MTuWThF-XHol,150__0__101__TZM__406__2__406__2
UPPE,8579,2,240,HVL__0__2614__RAIL__Rail_MTuWThF-XHol,111__0__109__TZM__516__516
1001,PARA1,2,0,260__1__122__UZM__16__4__16__4,KPL__1__6239__RAIL__Rail_MTuWThF-XHol
7720,7700,2,60,29__0__429__TZM__114__1__114__1,7__1__496__TZM__221__221
TAIT2,9297,2,0,HVL__0__3626__RAIL__Rail_MTuWThF-XHol,121__0__133__TZM__419__1__419__1
7026,7224,2,240,12__1__156__NBM__50__2__50__2,2__0__309__NBM__18__3__18__3
7026,7224,2,240,12__1__166__NBM__8__3__8__3,2__0__107__NBM__22__2__22__2
PORI2,2001,2,0,KPL__0__6464__RAIL__Rail_SaSu+Hol,220__0__745__TZM__307__307
1001,PARA1,2,0,261__1__126__UZM__7__4__7__4,KPL__1__6319__RAIL__Rail_MTuWThF-XHol
2600,PARE,2,240,236__1__142__TZM__322__322,KPL__1__6351__RAIL__Rail_MTuWThF-XHol
2600,PARE,2,240,236__1__142__TZM__322__4__322__4,KPL__1__6351__RAIL__Rail_MTuWThF-XHol
1001,PARA1,2,0,250__0__119__UZM__16__4__16__4,KPL__1__6235__RAIL__Rail_MTuWThF-XHol
PORI2,2003,2,0,KPL__0__6312__RAIL__Rail_MTuWThF-XHol,220__1__152__TZM__313__313
2001,PORI1,2,0,220__0__431__TZM__301__1__301__1,KPL__1__6437__RAIL__Rail_SaSu+Hol
2001,PORI1,2,0,220__0__723__TZM__307__307,KPL__1__6437__RAIL__Rail_SaSu+Hol
8580,UPPE,2,240,110__1__100__TZM__522__522,HVL__1__3657__RAIL__Rail_MTuWThF-XHol
9001,PETO1,2,0,154__0__413__TZM__413__413,HVL__1__3839__RAIL__Rail_SaSu+Hol
4915,4915,2,0,22__1__410__NBM__203__4__203__4,21__1__410__NBM__20__2__20__2
TAIT2,9251,2,0,HVL__0__3612__RAIL__Rail_MTuWThF-XHol,120__0__161__TZM__402__2__402__2
6224,6224,2,240,2__1__476__NBM__34__2__34__2,12__0__419__NBM__13__2__13__2
7026,7224,2,240,12__1__124__NBM__48__48,2__0__205__NBM__66__66
PORI2,2001,2,0,KPL__0__6460__RAIL__Rail_SaSu+Hol,210__0__721__TZM__305__305
6733,6730,2,120,7__0__415__TZM__108__1__108__1,27__1__406__TZM__207__1__207__1
8251,TAIT1,2,0,120__1__204__TZM__413__1__413__1,HVL__1__3645__RAIL__Rail_MTuWThF-XHol
WATE2,9165,2,0,HVL__0__3868__RAIL__Rail_SaSu+Hol,130__0__755__TZM__502__502
4915,4915,2,0,21__1__400__NBM__12__2__12__2,22__1__400__NBM__11__2__11__2
PETO2,9001,2,0,HVL__0__4628__RAIL__Rail_MTuWThF-XHol,154__0__133__TZM__602__2__602__2
WATE2,9140,2,0,HVL__0__3864__RAIL__Rail_SaSu+Hol,170__0__727__TZM__602__602
TAIT2,9251,2,0,HVL__0__2618__RAIL__Rail_MTuWThF-XHol,120__0__115__TZM__418__1__418__1
PORI2,2001,2,0,KPL__0__6236__RAIL__Rail_MTuWThF-XHol,226__0__119__TZM__315__315
3000,3000,2,120,1__0__175__TZM__219__1__219__1,19__0__157__TZM__136__136
2003,PORI1,2,0,226__0__109__TZM__304__2__304__2,KPL__1__6217__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,226__0__109__TZM__304__3__304__3,KPL__1__6217__RAIL__Rail_MTuWThF-XHol
7026,7224,2,240,12__1__132__NBM__40__3__40__3,2__0__239__NBM__37__3__37__3
WAIK,1501,2,240,KPL__0__6436__RAIL__Rail_SaSu+Hol,280__0__413__UZM__702__1__702__1
8251,TAIT1,2,0,120__1__106__TZM__402__2__402__2,HVL__1__2607__RAIL__Rail_MTuWThF-XHol
2002,PORI1,2,0,230__1__132__TZM__318__318,KPL__1__6323__RAIL__Rail_MTuWThF-XHol
2002,PORI1,2,0,230__1__132__TZM__318__1__318__1,KPL__1__6323__RAIL__Rail_MTuWThF-XHol
2002,PORI1,2,0,230__1__132__TZM__318__2__318__2,KPL__1__6323__RAIL__Rail_MTuWThF-XHol
2002,PORI1,2,0,230__1__132__TZM__318__3__318__3,KPL__1__6323__RAIL__Rail_MTuWThF-XHol
PARA2,1001,2,240,KPL__0__6416__RAIL__Rail_SaSu+Hol,262__0__403__UZM__712__712
8165,WATE1,2,0,150__1__722__TZM__406__406,HVL__1__3857__RAIL__Rail_SaSu+Hol
8165,WATE1,2,0,150__1__438__TZM__406__1__406__1,HVL__1__3857__RAIL__Rail_SaSu+Hol
3000,3000,2,120,1__0__491__TZM__209__1__209__1,60__0__449__MNM__2032__2032
1001,PARA1,2,0,261__1__118__UZM__17__4__17__4,KPL__1__6235__RAIL__Rail_MTuWThF-XHol
3000,3000,2,120,1__0__181__TZM__110__2__110__2,19__0__159__TZM__212__2__212__2
3000,3000,2,120,1__0__179__TZM__127__127,19__0__159__TZM__212__2__212__2
3000,3000,2,120,1__0__717__TZM__101__1__101__1,19__0__709__TZM__217__217
TAIT2,9251,2,0,HVL__0__2632__RAIL__Rail_MTuWThF-XHol,120__0__133__TZM__613__613
2002,PORI1,2,0,236__1__126__TZM__306__2__306__2,KPL__1__6313__RAIL__Rail_MTuWThF-XHol
2002,PORI1,2,0,236__1__126__TZM__306__3__306__3,KPL__1__6313__RAIL__Rail_MTuWThF-XHol
PORI2,2001,2,0,KPL__0__6442__RAIL__Rail_SaSu+Hol,226__0__431__TZM__301__1__301__1
PARA2,1001,2,240,KPL__0__6320__RAIL__Rail_MTuWThF-XHol,262__0__125__UZM__7__4__7__4
UPPE,8579,2,240,HVL__0__3862__RAIL__Rail_SaSu+Hol,110__0__743__TZM__501__501
PORI2,2002,2,0,KPL__0__6440__RAIL__Rail_SaSu+Hol,236__0__709__TZM__302__302
WAIK,1501,2,240,KPL__0__6424__RAIL__Rail_SaSu+Hol,280__0__407__UZM__708__708
6224,6224,2,240,2__1__110__NBM__4__4__4__4,12__0__109__NBM__13__3__13__3
3081,3081,2,120,60__1__102__MNM__3031__3031,1__1__142__TZM__207__2__207__2
WATE2,9165,2,0,HVL__0__3616__RAIL__Rail_MTuWThF-XHol,130__0__155__TZM__416__1__416__1
8580,UPPE,2,240,110__1__196__TZM__507__1__507__1,HVL__1__3641__RAIL__Rail_MTuWThF-XHol
1001,PARA1,2,0,250__0__423__UZM__705__705,KPL__1__6459__RAIL__Rail_SaSu+Hol
1001,PARA1,2,0,250__0__723__UZM__111__5__111__5,KPL__1__6459__RAIL__Rail_SaSu+Hol
PETO2,9001,2,0,HVL__0__3844__RAIL__Rail_SaSu+Hol,150__0__427__TZM__405__1__405__1
WAIK,1501,2,240,KPL__0__6418__RAIL__Rail_SaSu+Hol,281__0__403__UZM__706__706
8140,WATE1,2,0,160__1__158__TZM__417__1__417__1,HVL__1__3635__RAIL__Rail_MTuWThF-XHol
PORI2,2001,2,0,KPL__0__6364__RAIL__Rail_MTuWThF-XHol,220__0__215__TZM__304__2__304__2
PORI2,2001,2,0,KPL__0__6364__RAIL__Rail_MTuWThF-XHol,220__0__215__TZM__304__3__304__3
PORI2,2001,2,0,KPL__0__6230__RAIL__Rail_MTuWThF-XHol,220__0__125__TZM__311__1__311__1
PORI2,2001,2,0,KPL__0__6230__RAIL__Rail_MTuWThF-XHol,220__0__125__TZM__311__2__311__2
7026,7224,2,240,12__1__118__NBM__24__3__24__3,2__0__183__NBM__9__3__9__3
9001,PETO1,2,0,154__0__421__TZM__418__418,HVL__1__3855__RAIL__Rail_SaSu+Hol
WAIK,1501,2,240,KPL__0__6222__RAIL__Rail_MTuWThF-XHol,280__0__120__UZM__33__5__33__5
WAIK,1501,2,240,KPL__0__6222__RAIL__Rail_MTuWThF-XHol,280__0__120__UZM__33__6__33__6
PETO2,9001,2,0,HVL__0__3652__RAIL__Rail_MTuWThF-XHol,150__0__155__TZM__428__428
WATE2,9140,2,0,HVL__0__3644__RAIL__Rail_MTuWThF-XHol,170__0__175__TZM__614__614
WATE2,9140,2,0,HVL__0__3618__RAIL__Rail_MTuWThF-XHol,170__0__149__TZM__610__610
PORI2,2001,2,0,KPL__0__6432__RAIL__Rail_SaSu+Hol,220__0__713__TZM__304__304
2003,PORI1,2,0,220__1__456__TZM__303__1__303__1,KPL__1__6465__RAIL__Rail_SaSu+Hol
2001,PORI1,2,0,220__0__459__TZM__312__1__312__1,KPL__1__6465__RAIL__Rail_SaSu+Hol
1501,WAIK,2,240,280__0__711__UZM__103__3__103__3,KPL__1__6435__RAIL__Rail_SaSu+Hol
1501,WAIK,2,240,280__0__411__UZM__708__708,KPL__1__6435__RAIL__Rail_SaSu+Hol
1001,PARA1,2,0,262__1__146__UZM__14__4__14__4,KPL__1__6341__RAIL__Rail_MTuWThF-XHol
6720,7720,2,120,7__0__151__TZM__106__3__106__3,29__1__118__TZM__213__2__213__2
7700,7720,2,30,7__1__156__TZM__144__144,29__1__118__TZM__213__2__213__2
9001,PETO1,2,0,154__0__401__TZM__404__1__404__1,HVL__1__3813__RAIL__Rail_Sa
8580,UPPE,2,240,110__1__190__TZM__522__522,HVL__1__3633__RAIL__Rail_MTuWThF-XHol
8580,UPPE,2,240,110__1__190__TZM__522__1__522__1,HVL__1__3633__RAIL__Rail_MTuWThF-XHol
2600,PARE,2,240,236__1__100__TZM__318__318,KPL__1__6217__RAIL__Rail_MTuWThF-XHol
2600,PARE,2,240,236__1__100__TZM__318__1__318__1,KPL__1__6217__RAIL__Rail_MTuWThF-XHol
2600,PARE,2,240,236__1__100__TZM__318__2__318__2,KPL__1__6217__RAIL__Rail_MTuWThF-XHol
2600,PARE,2,240,236__1__100__TZM__318__3__318__3,KPL__1__6217__RAIL__Rail_MTuWThF-XHol
WATE2,9165,2,0,HVL__0__3610__RAIL__Rail_MTuWThF-XHol,150__0__129__TZM__428__428
1001,PARA1,2,0,261__1__722__UZM__113__5__113__5,KPL__1__6459__RAIL__Rail_SaSu+Hol
1001,PARA1,2,0,261__1__422__UZM__711__711,KPL__1__6459__RAIL__Rail_SaSu+Hol
PARA2,1001,2,240,KPL__0__6216__RAIL__Rail_MTuWThF-XHol,262__0__107__UZM__17__4__17__4
PORI2,2002,2,0,KPL__0__6330__RAIL__Rail_MTuWThF-XHol,230__0__131__TZM__318__318
PORI2,2002,2,0,KPL__0__6330__RAIL__Rail_MTuWThF-XHol,230__0__131__TZM__318__1__318__1
PORI2,2002,2,0,KPL__0__6330__RAIL__Rail_MTuWThF-XHol,230__0__131__TZM__318__2__318__2
PORI2,2002,2,0,KPL__0__6330__RAIL__Rail_MTuWThF-XHol,230__0__131__TZM__318__3__318__3
PORI2,2003,2,0,KPL__0__6236__RAIL__Rail_MTuWThF-XHol,220__1__132__TZM__321__321
PORI2,2003,2,0,KPL__0__6236__RAIL__Rail_MTuWThF-XHol,220__1__132__TZM__321__1__321__1
1501,WAIK,2,240,281__0__125__UZM__28__4__28__4,KPL__1__6335__RAIL__Rail_MTuWThF-XHol
PARA2,1000,2,0,KPL__0__6416__RAIL__Rail_SaSu+Hol,250__0__403__UZM__710__710
9525,TREN1,2,0,114__0__411__TZM__504__1__504__1,HVL__1__3833__RAIL__Rail_SaSu+Hol
3000,3000,2,120,1__0__213__TZM__108__2__108__2,60__0__153__MNM__3112__3112
3000,3000,2,120,1__0__211__TZM__110__2__110__2,60__0__153__MNM__3112__3112
4915,4915,2,0,22__1__400__NBM__11__2__11__2,21__1__400__NBM__12__2__12__2
PARA2,1000,2,0,KPL__0__6314__RAIL__Rail_MTuWThF-XHol,250__0__127__UZM__12__4__12__4
5915,5915,2,0,21__0__721__NBM__204__3__204__3,22__0__721__NBM__36__36
6733,6730,2,120,7__0__213__TZM__135__135,27__1__132__TZM__232__232
8297,TAIT1,2,0,121__1__108__TZM__417__1__417__1,HVL__1__2613__RAIL__Rail_MTuWThF-XHol
TREN2,9525,2,0,HVL__0__3620__RAIL__Rail_MTuWThF-XHol,114__1__120__TZM__506__2__506__2
8165,WATE1,2,0,130__1__472__TZM__605__605,HVL__1__3853__RAIL__Rail_SaSu+Hol
8165,WATE1,2,0,130__1__740__TZM__402__402,HVL__1__3853__RAIL__Rail_SaSu+Hol
PORI1,2002,2,0,KPL__1__6453__RAIL__Rail_SaSu+Hol,60__1__722__MNM__1042__1042
4915,4915,2,0,21__1__714__NBM__1__1__1__1,22__1__714__NBM__21__21
6720,7720,2,120,7__0__705__TZM__114__114,29__1__702__TZM__208__208
7700,7720,2,30,7__1__706__TZM__103__103,29__1__702__TZM__208__208
PORI2,2001,2,0,KPL__0__8212__RAIL__Rail_MTuWThF-XHol,210__0__131__TZM__316__316
PORI2,2001,2,0,KPL__0__8212__RAIL__Rail_MTuWThF-XHol,210__0__131__TZM__316__1__316__1
PORI2,2001,2,0,KPL__0__6332__RAIL__Rail_MTuWThF-XHol,210__0__131__TZM__316__316
PORI2,2001,2,0,KPL__0__6332__RAIL__Rail_MTuWThF-XHol,210__0__131__TZM__316__1__316__1
TAIT2,9251,2,0,HVL__0__3842__RAIL__Rail_SaSu+Hol,120__0__449__TZM__416__416
6224,6224,2,240,2__1__536__NBM__1__2__1__2,12__0__445__NBM__22__1__22__1
9001,PETO1,2,0,154__0__113__TZM__405__2__405__2,MEL__1__5617__RAIL__Rail_MTuWThF-XHol
PARA2,1001,2,240,KPL__0__6318__RAIL__Rail_MTuWThF-XHol,262__0__123__UZM__12__4__12__4
8580,UPPE,2,240,110__1__150__TZM__508__1__508__1,HVL__1__3601__RAIL__Rail_MTuWThF-XHol
9416,SILV,2,240,115__0__119__TZM__506__2__506__2,HVL__1__3611__RAIL__Rail_MTuWThF-XHol
PORI2,2001,2,0,KPL__0__6218__RAIL__Rail_MTuWThF-XHol,220__0__109__TZM__306__2__306__2
PORI2,2001,2,0,KPL__0__6218__RAIL__Rail_MTuWThF-XHol,220__0__109__TZM__306__3__306__3
PORI2,2001,2,0,KPL__0__8200__RAIL__Rail_MTuWThF-XHol,220__0__109__TZM__306__2__306__2
PORI2,2001,2,0,KPL__0__8200__RAIL__Rail_MTuWThF-XHol,220__0__109__TZM__306__3__306__3
7720,7700,2,60,29__0__119__TZM__123__123,7__1__190__TZM__146__146
WATE2,9165,2,0,HVL__0__3820__RAIL__Rail_SaSu+Hol,150__0__701__TZM__403__403
PORI2,2003,2,0,KPL__0__6310__RAIL__Rail_MTuWThF-XHol,220__1__146__TZM__311__1__311__1
PORI2,2003,2,0,KPL__0__6310__RAIL__Rail_MTuWThF-XHol,220__1__146__TZM__311__2__311__2
1001,PARA1,2,0,260__1__704__UZM__109__109,KPL__1__6423__RAIL__Rail_SaSu+Hol
1001,PARA1,2,0,260__1__404__UZM__701__1__701__1,KPL__1__6423__RAIL__Rail_SaSu+Hol
PORI2,2002,2,0,KPL__0__6326__RAIL__Rail_MTuWThF-XHol,230__0__127__TZM__309__2__309__2
PORI2,2002,2,0,KPL__0__6326__RAIL__Rail_MTuWThF-XHol,230__0__127__TZM__309__3__309__3
PORI1,2002,2,0,KPL__1__6333__RAIL__Rail_MTuWThF-XHol,60__1__158__MNM__3112__3112
7026,7224,2,240,12__1__706__NBM__27__27,2__0__745__NBM__6__6
WAIK,1501,2,240,KPL__0__6320__RAIL__Rail_MTuWThF-XHol,280__0__135__UZM__6__4__6__4
7720,7700,2,60,17__1__152__TZM__224__224,7__1__146__TZM__102__2__102__2
PARA2,1001,2,240,KPL__0__6336__RAIL__Rail_MTuWThF-XHol,261__0__139__UZM__14__4__14__4
WAIK,1501,2,240,KPL__0__6450__RAIL__Rail_SaSu+Hol,281__0__719__UZM__104__3__104__3
SILV,8416,2,240,HVL__0__3856__RAIL__Rail_SaSu+Hol,115__0__423__TZM__502__1__502__1
TREN2,9525,2,0,HVL__0__3610__RAIL__Rail_MTuWThF-XHol,114__1__116__TZM__509__1__509__1
PARE,2600,2,240,KPL__0__6336__RAIL__Rail_MTuWThF-XHol,236__0__131__TZM__314__314
7720,6720,2,0,29__0__721__TZM__209__209,7__0__745__TZM__107__107
3000,3000,2,120,1__0__451__TZM__202__1__202__1,60__0__429__MNM__2041__2041
WAIK,1501,2,240,KPL__0__6432__RAIL__Rail_SaSu+Hol,280__0__411__UZM__708__708
TAIT2,9251,2,0,HVL__0__3828__RAIL__Rail_SaSu+Hol,120__0__421__TZM__419__419
WAIK,1501,2,240,KPL__0__6438__RAIL__Rail_SaSu+Hol,281__0__713__UZM__102__3__102__3
SILV,8416,2,240,HVL__0__3844__RAIL__Rail_SaSu+Hol,115__0__417__TZM__504__1__504__1
3000,3000,2,120,1__0__473__TZM__115__1__115__1,19__0__437__TZM__207__1__207__1
2002,PORI1,2,0,230__1__108__TZM__317__317,KPL__1__8207__RAIL__Rail_MTuWThF-XHol
2002,PORI1,2,0,230__1__108__TZM__317__2__317__2,KPL__1__8207__RAIL__Rail_MTuWThF-XHol
8140,WATE1,2,0,160__1__102__TZM__611__611,HVL__1__2607__RAIL__Rail_MTuWThF-XHol
2002,PORI1,2,0,236__1__124__TZM__308__2__308__2,KPL__1__6307__RAIL__Rail_MTuWThF-XHol
2002,PORI1,2,0,236__1__124__TZM__308__3__308__3,KPL__1__6307__RAIL__Rail_MTuWThF-XHol
6733,6730,2,120,7__0__405__TZM__109__2__109__2,27__1__402__TZM__107__1__107__1
SILV,8416,2,240,HVL__0__2636__RAIL__Rail_MTuWThF-XHol,115__0__115__TZM__505__2__505__2
1001,PARA1,2,0,250__0__151__UZM__8__4__8__4,KPL__1__6347__RAIL__Rail_MTuWThF-XHol
4915,4915,2,0,22__1__706__NBM__20__20,21__1__706__NBM__31__31
4915,4915,2,0,22__1__422__NBM__22__1__22__1,21__1__422__NBM__17__2__17__2
7720,6720,2,0,29__0__725__TZM__209__209,7__0__753__TZM__107__107
6224,6224,2,240,2__1__458__NBM__3__2__3__2,12__0__413__NBM__42__2__42__2
UPPE,8579,2,240,HVL__0__3630__RAIL__Rail_MTuWThF-XHol,111__0__145__TZM__528__528
PORI2,2003,2,0,KPL__0__6314__RAIL__Rail_MTuWThF-XHol,220__1__156__TZM__312__2__312__2
PORI1,2002,2,0,KPL__1__6337__RAIL__Rail_MTuWThF-XHol,60__1__162__MNM__3042__3042
8165,WATE1,2,0,150__1__156__TZM__428__428,HVL__1__3647__RAIL__Rail_MTuWThF-XHol
WATE2,9140,2,0,HVL__0__3818__RAIL__Rail_SaSu+Hol,160__0__407__TZM__603__1__603__1
1501,WAIK,2,240,280__0__101__UZM__3__4__3__4,KPL__1__6207__RAIL__Rail_MTuWThF-XHol
1501,WAIK,2,240,280__0__101__UZM__3__5__3__5,KPL__1__6207__RAIL__Rail_MTuWThF-XHol
4915,4915,2,0,21__1__406__NBM__20__2__20__2,22__1__406__NBM__25__1__25__1
WATE2,9140,2,0,HVL__0__3638__RAIL__Rail_MTuWThF-XHol,160__0__159__TZM__432__432
WATE2,9140,2,0,HVL__0__4624__RAIL__Rail_MTuWThF-XHol,160__0__159__TZM__432__432
6055,6017,2,240,1__1__414__TZM__202__1__202__1,23__0__405__TZM__114__1__114__1
3081,3081,2,120,60__1__130__MNM__3202__3202,1__1__198__TZM__108__2__108__2
6224,6224,2,240,2__1__416__NBM__14__2__14__2,12__0__459__NBM__201__4__201__4
PETO2,9001,2,0,HVL__0__3838__RAIL__Rail_SaSu+Hol,150__0__711__TZM__406__406
2002,PORI1,2,0,236__1__704__TZM__302__302,KPL__1__6423__RAIL__Rail_SaSu+Hol
2002,PORI1,2,0,236__1__406__TZM__302__1__302__1,KPL__1__6423__RAIL__Rail_SaSu+Hol
WAIK,1501,2,240,KPL__0__6226__RAIL__Rail_MTuWThF-XHol,290__0__105__UZM__50__1__50__1
1501,WAIK,2,240,281__0__401__UZM__706__706,KPL__1__6417__RAIL__Rail_SaSu+Hol
1501,WAIK,2,240,281__0__701__UZM__101__101,KPL__1__6417__RAIL__Rail_SaSu+Hol
UPPE,8579,2,240,HVL__0__3834__RAIL__Rail_SaSu+Hol,110__0__429__TZM__501__1__501__1
6733,6730,2,120,7__0__109__TZM__139__139,27__1__104__TZM__145__145
2003,PORI1,2,0,226__0__113__TZM__314__314,KPL__1__6223__RAIL__Rail_MTuWThF-XHol
PORI2,2003,2,0,KPL__0__6236__RAIL__Rail_MTuWThF-XHol,220__1__126__TZM__319__319
1001,PARA1,2,0,261__1__150__UZM__41__4__41__4,KPL__1__6347__RAIL__Rail_MTuWThF-XHol
UPPE,8579,2,240,HVL__0__3616__RAIL__Rail_MTuWThF-XHol,110__0__159__TZM__517__517
1001,PARA1,2,0,260__1__114__UZM__11__4__11__4,KPL__1__6223__RAIL__Rail_MTuWThF-XHol
TAIT2,9251,2,0,HVL__0__3614__RAIL__Rail_MTuWThF-XHol,120__0__163__TZM__613__613
2002,PORI2,2,0,60__0__419__MNM__2021__2021,KPL__0__6436__RAIL__Rail_SaSu+Hol
2002,PORI2,2,0,60__0__709__MNM__1061__1061,KPL__0__6436__RAIL__Rail_SaSu+Hol
PORI2,2002,2,0,KPL__0__6452__RAIL__Rail_SaSu+Hol,230__0__717__TZM__301__301
8297,TAIT1,2,0,121__1__112__TZM__425__425,HVL__1__2617__RAIL__Rail_MTuWThF-XHol
5915,5915,2,0,22__0__427__NBM__34__2__34__2,21__0__427__NBM__202__4__202__4
7026,7224,2,240,12__1__112__NBM__153__2__153__2,2__0__159__NBM__46__2__46__2
2001,PORI1,2,0,226__0__145__TZM__310__2__310__2,KPL__1__6329__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,226__0__145__TZM__310__3__310__3,KPL__1__6329__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,226__0__145__TZM__310__4__310__4,KPL__1__6329__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,226__0__145__TZM__310__5__310__5,KPL__1__6329__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,226__0__145__TZM__310__6__310__6,KPL__1__6329__RAIL__Rail_MTuWThF-XHol
7026,7224,2,240,12__1__100__NBM__26__3__26__3,2__0__363__NBM__44__3__44__3
8580,UPPE,2,240,111__0__151__TZM__513__2__513__2,HVL__1__3641__RAIL__Rail_MTuWThF-XHol
3081,3081,2,120,19__0__417__TZM__116__116,1__1__444__TZM__203__1__203__1
3081,3081,2,120,19__0__439__TZM__207__1__207__1,1__1__488__TZM__106__1__106__1
6224,6224,2,240,2__1__130__NBM__38__3__38__3,12__0__113__NBM__30__3__30__3
6224,6224,2,240,2__1__130__NBM__38__4__38__4,12__0__113__NBM__30__3__30__3
6224,6224,2,240,2__1__132__NBM__45__3__45__3,12__0__113__NBM__30__3__30__3
3081,3081,2,120,60__1__152__MNM__3112__3112,1__1__246__TZM__103__2__103__2
3081,3081,2,120,60__1__154__MNM__3042__3042,1__1__246__TZM__103__2__103__2
