from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
WATE2,9140,2,0,HVL__0__2636__RAIL__Rail_MTuWThF-XHol,170__0__135__TZM__611__611
WAIK,1501,2,240,KPL__0__6446__RAIL__Rail_SaSu+Hol,281__0__417__UZM__719__719
WAIK,1501,2,240,KPL__0__6232__RAIL__Rail_MTuWThF-XHol,281__0__113__UZM__19__4__19__4
6224,6224,2,240,2__1__730__NBM__12__12,12__0__703__NBM__27__27
2002,PORI1,2,0,236__1__146__TZM__305__2__305__2,KPL__1__8205__RAIL__Rail_MTuWThF-XHol
PETO2,9001,2,0,HVL__0__4628__RAIL__Rail_MTuWThF-XHol,150__0__149__TZM__406__2__406__2
WAIK,1501,2,240,KPL__0__6214__RAIL__Rail_MTuWThF-XHol,280__0__111__UZM__33__5__33__5
WAIK,1501,2,240,KPL__0__6214__RAIL__Rail_MTuWThF-XHol,280__0__111__UZM__33__6__33__6
8165,WATE1,2,0,130__1__408__TZM__406__1__406__1,HVL__1__3817__RAIL__Rail_SaSu+Hol
8165,WATE1,2,0,130__1__704__TZM__401__401,HVL__1__3817__RAIL__Rail_SaSu+Hol
WATE2,9165,2,0,HVL__0__3832__RAIL__Rail_SaSu+Hol,150__0__707__TZM__406__406
PARA2,1000,2,0,KPL__0__6230__RAIL__Rail_MTuWThF-XHol,250__0__119__UZM__16__4__16__4
7720,6720,2,0,29__0__119__TZM__123__123,7__0__185__TZM__116__1__116__1
8251,TAIT1,2,0,120__1__484__TZM__415__1__415__1,HVL__1__3867__RAIL__Rail_SaSu+Hol
2003,PORI1,2,0,226__0__123__TZM__308__2__308__2,KPL__1__6237__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,226__0__123__TZM__308__3__308__3,KPL__1__6237__RAIL__Rail_MTuWThF-XHol
6720,7720,2,120,7__0__143__TZM__132__132,29__1__116__TZM__141__141
7700,7720,2,30,7__1__148__TZM__144__144,29__1__116__TZM__141__141
PORI2,2003,2,0,KPL__0__6416__RAIL__Rail_SaSu+Hol,220__1__404__TZM__307__1__307__1
PARA2,1001,2,240,KPL__0__6220__RAIL__Rail_MTuWThF-XHol,261__0__111__UZM__13__4__13__4
PORI2,2002,2,0,KPL__0__6436__RAIL__Rail_SaSu+Hol,230__0__709__TZM__305__305
3000,3000,2,120,1__0__131__TZM__214__2__214__2,60__0__113__MNM__3041__3041
2003,PORI1,2,0,210__1__104__TZM__312__2__312__2,KPL__1__8203__RAIL__Rail_MTuWThF-XHol
6055,6017,2,240,1__1__182__TZM__207__2__207__2,23__0__117__TZM__105__2__105__2
PORI1,2002,2,0,KPL__1__6433__RAIL__Rail_SaSu+Hol,60__1__426__MNM__2012__2012
TAIT2,9251,2,0,HVL__0__3854__RAIL__Rail_SaSu+Hol,120__0__471__TZM__416__416
6224,6224,2,240,2__1__212__NBM__60__60,12__0__131__NBM__24__3__24__3
6224,6224,2,240,2__1__214__NBM__43__3__43__3,12__0__131__NBM__24__3__24__3
PARA2,1001,2,240,KPL__0__6458__RAIL__Rail_SaSu+Hol,261__0__723__UZM__113__5__113__5
PETO2,9001,2,0,MEL__0__5604__RAIL__Rail_MTuWThF-XHol,150__0__107__TZM__404__2__404__2
PETO2,9001,2,0,HVL__0__2616__RAIL__Rail_MTuWThF-XHol,150__0__107__TZM__404__2__404__2
SILV,8416,2,240,HVL__0__3640__RAIL__Rail_MTuWThF-XHol,115__0__133__TZM__506__2__506__2
1501,WAIK,2,240,281__0__421__UZM__719__719,KPL__1__6457__RAIL__Rail_SaSu+Hol
1501,WAIK,2,240,281__0__721__UZM__104__3__104__3,KPL__1__6457__RAIL__Rail_SaSu+Hol
UPPE,8579,2,240,HVL__0__3858__RAIL__Rail_SaSu+Hol,112__0__423__TZM__507__507
2002,PORI2,2,0,60__0__425__MNM__2031__2031,KPL__0__6442__RAIL__Rail_SaSu+Hol
8251,TAIT1,2,0,120__1__728__TZM__407__407,HVL__1__3845__RAIL__Rail_SaSu+Hol
WATE2,9140,2,0,HVL__0__2640__RAIL__Rail_MTuWThF-XHol,160__0__123__TZM__604__2__604__2
9001,PETO1,2,0,154__0__105__TZM__403__2__403__2,HVL__1__4603__RAIL__Rail_MTuWThF-XHol
4915,4915,2,0,22__1__424__NBM__21__1__21__1,21__1__424__NBM__20__2__20__2
2002,PORI1,2,0,236__1__400__TZM__302__1__302__1,KPL__1__6411__RAIL__Rail_SaSu+Hol
PORI1,2002,2,0,KPL__1__6427__RAIL__Rail_SaSu+Hol,60__1__420__MNM__2101__2101
8165,WATE1,2,0,130__1__170__TZM__405__2__405__2,HVL__1__3619__RAIL__Rail_MTuWThF-XHol
7720,6720,2,0,29__0__123__TZM__224__224,7__0__205__TZM__147__147
PARA2,1000,2,0,KPL__0__6420__RAIL__Rail_SaSu+Hol,250__0__405__UZM__710__710
2003,PORI1,2,0,226__0__449__TZM__303__1__303__1,KPL__1__6457__RAIL__Rail_SaSu+Hol
TAIT2,9251,2,0,HVL__0__3606__RAIL__Rail_MTuWThF-XHol,120__0__153__TZM__613__613
6733,6730,2,120,7__0__507__TZM__107__1__107__1,27__1__424__TZM__114__1__114__1
PARA2,1000,2,0,KPL__0__6342__RAIL__Rail_MTuWThF-XHol,260__0__147__UZM__36__4__36__4
6055,6017,2,240,1__1__230__TZM__214__2__214__2,23__0__129__TZM__142__142
7700,7720,2,30,7__1__144__TZM__147__147,29__1__142__TZM__136__136
6720,7720,2,120,7__0__139__TZM__128__128,29__1__142__TZM__136__136
2002,PORI1,2,0,230__1__144__TZM__324__324,KPL__1__6343__RAIL__Rail_MTuWThF-XHol
7720,6720,2,0,29__0__717__TZM__215__215,7__0__737__TZM__111__1__111__1
9001,PETO1,2,0,150__1__420__TZM__412__412,HVL__1__3837__RAIL__Rail_SaSu+Hol
3081,3081,2,120,19__0__157__TZM__136__136,1__1__200__TZM__219__1__219__1
8251,TAIT1,2,0,120__1__486__TZM__418__418,HVL__1__3869__RAIL__Rail_SaSu+Hol
6733,6730,2,120,7__0__471__TZM__219__219,27__1__420__TZM__101__2__101__2
1001,PARA1,2,0,262__1__126__UZM__18__4__18__4,KPL__1__6315__RAIL__Rail_MTuWThF-XHol
PORI1,2002,2,0,KPL__1__6219__RAIL__Rail_MTuWThF-XHol,60__1__172__MNM__3011__3011
WAIK,1501,2,240,KPL__0__6432__RAIL__Rail_SaSu+Hol,290__0__717__UZM__153__1__153__1
PORI2,2002,2,0,KPL__0__6444__RAIL__Rail_SaSu+Hol,236__0__413__TZM__306__1__306__1
PORI2,2001,2,0,KPL__0__6328__RAIL__Rail_MTuWThF-XHol,210__0__129__TZM__301__2__301__2
PORI2,2001,2,0,KPL__0__6328__RAIL__Rail_MTuWThF-XHol,210__0__129__TZM__301__3__301__3
PORI2,2001,2,0,KPL__0__8272__RAIL__Rail_MTuWThF-XHol,210__0__129__TZM__301__2__301__2
PORI2,2001,2,0,KPL__0__8272__RAIL__Rail_MTuWThF-XHol,210__0__129__TZM__301__3__301__3
PORI2,2001,2,0,KPL__0__6330__RAIL__Rail_MTuWThF-XHol,210__0__129__TZM__301__2__301__2
PORI2,2001,2,0,KPL__0__6330__RAIL__Rail_MTuWThF-XHol,210__0__129__TZM__301__3__301__3
6733,6730,2,120,7__0__129__TZM__148__148,27__1__112__TZM__106__3__106__3
6733,6730,2,120,7__0__131__TZM__106__3__106__3,27__1__112__TZM__106__3__106__3
PORI2,2002,2,0,KPL__0__6224__RAIL__Rail_MTuWThF-XHol,230__0__109__TZM__301__2__301__2
PORI2,2002,2,0,KPL__0__6224__RAIL__Rail_MTuWThF-XHol,230__0__109__TZM__301__3__301__3
6224,6224,2,240,2__1__206__NBM__56__2__56__2,12__0__133__NBM__40__3__40__3
6224,6224,2,240,2__1__204__NBM__34__3__34__3,12__0__133__NBM__40__3__40__3
PORI2,2003,2,0,KPL__0__6220__RAIL__Rail_MTuWThF-XHol,226__0__107__TZM__309__2__309__2
PORI2,2003,2,0,KPL__0__6220__RAIL__Rail_MTuWThF-XHol,226__0__107__TZM__309__3__309__3
7720,6720,2,0,29__0__707__TZM__113__113,7__0__717__TZM__114__114
TAIT2,9251,2,0,HVL__0__2642__RAIL__Rail_MTuWThF-XHol,120__0__147__TZM__422__422
WATE2,9140,2,0,HVL__0__3638__RAIL__Rail_MTuWThF-XHol,160__0__161__TZM__605__1__605__1
WATE2,9140,2,0,HVL__0__3640__RAIL__Rail_MTuWThF-XHol,160__0__161__TZM__605__1__605__1
WATE2,9140,2,0,HVL__0__4624__RAIL__Rail_MTuWThF-XHol,160__0__161__TZM__605__1__605__1
5915,5915,2,0,22__0__419__NBM__22__1__22__1,21__0__419__NBM__17__2__17__2
UPPE,8579,2,240,HVL__0__3840__RAIL__Rail_SaSu+Hol,111__0__433__TZM__502__1__502__1
7720,7700,2,60,29__0__403__TZM__105__1__105__1,7__1__408__TZM__112__1__112__1
8580,UPPE,2,240,112__1__100__TZM__523__523,HVL__1__2609__RAIL__Rail_MTuWThF-XHol
8140,WATE1,2,0,160__1__156__TZM__432__432,HVL__1__3633__RAIL__Rail_MTuWThF-XHol
WAIK,1501,2,240,KPL__0__6424__RAIL__Rail_SaSu+Hol,290__0__715__UZM__152__2__152__2
PORI2,2002,2,0,KPL__0__6436__RAIL__Rail_SaSu+Hol,236__0__409__TZM__306__1__306__1
8580,UPPE,2,240,111__0__121__TZM__525__525,HVL__1__2635__RAIL__Rail_MTuWThF-XHol
3081,3081,2,120,19__0__731__TZM__217__217,1__1__766__TZM__110__110
PARA2,1000,2,0,KPL__0__6210__RAIL__Rail_MTuWThF-XHol,260__0__103__UZM__29__5__29__5
PARA2,1000,2,0,KPL__0__6210__RAIL__Rail_MTuWThF-XHol,260__0__103__UZM__29__6__29__6
8165,WATE1,2,0,130__1__728__TZM__405__405,HVL__1__3841__RAIL__Rail_SaSu+Hol
8165,WATE1,2,0,130__1__454__TZM__406__1__406__1,HVL__1__3841__RAIL__Rail_SaSu+Hol
WAIK,1501,2,240,KPL__0__6352__RAIL__Rail_MTuWThF-XHol,280__0__159__UZM__32__4__32__4
3081,3081,2,120,19__0__189__TZM__233__233,1__1__144__TZM__208__2__208__2
7026,7224,2,240,12__1__104__NBM__33__4__33__4,2__0__117__NBM__45__3__45__3
PETO2,9001,2,0,HVL__0__3608__RAIL__Rail_MTuWThF-XHol,150__0__129__TZM__428__428
WATE2,9140,2,0,HVL__0__2628__RAIL__Rail_MTuWThF-XHol,170__0__129__TZM__610__610
8165,WATE1,2,0,150__1__128__TZM__428__428,HVL__1__2639__RAIL__Rail_MTuWThF-XHol
2002,PORI1,2,0,230__1__406__TZM__304__1__304__1,KPL__1__6419__RAIL__Rail_SaSu+Hol
2002,PORI1,2,0,230__1__702__TZM__301__301,KPL__1__6419__RAIL__Rail_SaSu+Hol
PORI2,2002,2,0,KPL__0__6466__RAIL__Rail_SaSu+Hol,230__0__725__TZM__305__305
PORI2,2001,2,0,KPL__0__6238__RAIL__Rail_MTuWThF-XHol,220__0__137__TZM__313__313
7730,7730,2,120,27__0__121__TZM__135__135,7__1__194__TZM__118__118
9525,TREN1,2,0,114__0__413__TZM__502__1__502__1,HVL__1__3837__RAIL__Rail_SaSu+Hol
PORI2,2003,2,0,KPL__0__6240__RAIL__Rail_MTuWThF-XHol,220__1__136__TZM__313__313
WATE2,9140,2,0,HVL__0__3634__RAIL__Rail_MTuWThF-XHol,160__0__153__TZM__603__2__603__2
2003,PORI1,2,0,210__1__422__TZM__312__1__312__1,KPL__1__6451__RAIL__Rail_SaSu+Hol
2003,PORI1,2,0,210__1__720__TZM__309__309,KPL__1__6451__RAIL__Rail_SaSu+Hol
PETO2,9001,2,0,HVL__0__3846__RAIL__Rail_SaSu+Hol,150__0__715__TZM__406__406
PORI2,2001,2,0,KPL__0__6456__RAIL__Rail_SaSu+Hol,220__0__445__TZM__305__1__305__1
PORI2,2001,2,0,KPL__0__6310__RAIL__Rail_MTuWThF-XHol,226__0__129__TZM__304__2__304__2
PORI2,2001,2,0,KPL__0__6310__RAIL__Rail_MTuWThF-XHol,226__0__129__TZM__304__3__304__3
PORI2,2003,2,0,KPL__0__6442__RAIL__Rail_SaSu+Hol,220__1__722__TZM__303__303
4915,4915,2,0,22__1__434__NBM__31__2__31__2,21__1__434__NBM__16__2__16__2
8251,TAIT1,2,0,120__1__168__TZM__402__2__402__2,HVL__1__3615__RAIL__Rail_MTuWThF-XHol
PORI2,2002,2,0,KPL__0__6428__RAIL__Rail_SaSu+Hol,230__0__705__TZM__307__307
1001,PARA1,2,0,250__0__421__UZM__703__1__703__1,KPL__1__6455__RAIL__Rail_SaSu+Hol
1001,PARA1,2,0,250__0__721__UZM__111__5__111__5,KPL__1__6455__RAIL__Rail_SaSu+Hol
WATE2,9140,2,0,HVL__0__3862__RAIL__Rail_SaSu+Hol,160__0__451__TZM__602__1__602__1
UPPE,8579,2,240,HVL__0__3840__RAIL__Rail_SaSu+Hol,110__0__441__TZM__506__1__506__1
2001,PORI1,2,0,220__0__123__TZM__307__2__307__2,KPL__1__6221__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__123__TZM__307__3__307__3,KPL__1__6221__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,220__1__120__TZM__317__317,KPL__1__6221__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,220__1__120__TZM__317__2__317__2,KPL__1__6221__RAIL__Rail_MTuWThF-XHol
3000,3000,2,120,1__0__449__TZM__213__1__213__1,19__0__425__TZM__214__1__214__1
3000,3000,2,120,1__0__277__TZM__102__2__102__2,19__0__177__TZM__228__228
PARA2,1001,2,240,KPL__0__6442__RAIL__Rail_SaSu+Hol,261__0__715__UZM__113__5__113__5
6224,6224,2,240,2__1__530__NBM__24__2__24__2,12__0__437__NBM__42__2__42__2
8165,WATE1,2,0,150__1__410__TZM__413__413,HVL__1__3825__RAIL__Rail_SaSu+Hol
8165,WATE1,2,0,150__1__706__TZM__406__406,HVL__1__3825__RAIL__Rail_SaSu+Hol
1501,1501,2,0,280__0__133__UZM__6__4__6__4,290__0__147__UZM__57__1__57__1
2003,PORI1,2,0,226__0__429__TZM__302__1__302__1,KPL__1__6437__RAIL__Rail_SaSu+Hol
SILV,8416,2,240,HVL__0__3848__RAIL__Rail_SaSu+Hol,115__0__419__TZM__502__1__502__1
WATE2,9165,2,0,HVL__0__3866__RAIL__Rail_SaSu+Hol,130__0__485__TZM__412__412
7036,7036,2,120,28__1__110__NBM__1001__4__1001__4,2__0__147__NBM__86__86
8297,TAIT1,2,0,121__1__104__TZM__408__2__408__2,HVL__1__2605__RAIL__Rail_MTuWThF-XHol
8297,TAIT1,2,0,121__1__104__TZM__408__3__408__3,HVL__1__2605__RAIL__Rail_MTuWThF-XHol
PORI2,2002,2,0,KPL__0__6348__RAIL__Rail_MTuWThF-XHol,230__0__147__TZM__321__321
PORI2,2002,2,0,KPL__0__6348__RAIL__Rail_MTuWThF-XHol,230__0__147__TZM__321__1__321__1
8165,WATE1,2,0,150__1__150__TZM__406__2__406__2,HVL__1__3635__RAIL__Rail_MTuWThF-XHol
8140,WATE1,2,0,170__0__163__TZM__611__611,HVL__1__3633__RAIL__Rail_MTuWThF-XHol
6224,6224,2,240,2__1__116__NBM__34__3__34__3,12__0__111__NBM__31__3__31__3
9416,SILV,2,240,115__0__107__TZM__510__1__510__1,HVL__1__2617__RAIL__Rail_MTuWThF-XHol
UPPE,8579,2,240,HVL__0__2628__RAIL__Rail_MTuWThF-XHol,112__0__111__TZM__502__2__502__2
FEAT,1810,2,0,WRL__0__1608__RAIL__Rail_MTuWThF-XHol,200__1__116__TZM__902__902
TAIT2,9251,2,0,HVL__0__3814__RAIL__Rail_SaSu+Hol,120__0__403__TZM__408__1__408__1
TAIT2,9251,2,0,HVL__0__3824__RAIL__Rail_SaSu+Hol,120__0__413__TZM__409__1__409__1
9416,SILV,2,240,115__0__411__TZM__502__1__502__1,HVL__1__3833__RAIL__Rail_SaSu+Hol
8580,UPPE,2,240,110__1__748__TZM__506__506,HVL__1__3863__RAIL__Rail_SaSu+Hol
8580,UPPE,2,240,110__1__486__TZM__510__510,HVL__1__3863__RAIL__Rail_SaSu+Hol
PARE,2600,2,240,KPL__0__6328__RAIL__Rail_MTuWThF-XHol,236__0__119__TZM__323__323
PORI2,2001,2,0,KPL__0__6308__RAIL__Rail_MTuWThF-XHol,226__0__127__TZM__306__2__306__2
PORI2,2001,2,0,KPL__0__6308__RAIL__Rail_MTuWThF-XHol,226__0__127__TZM__306__3__306__3
WATE2,9165,2,0,HVL__0__3854__RAIL__Rail_SaSu+Hol,130__0__737__TZM__408__408
7720,7700,2,60,29__0__149__TZM__128__128,7__1__168__TZM__115__2__115__2
8251,TAIT1,2,0,120__1__716__TZM__407__407,HVL__1__3833__RAIL__Rail_SaSu+Hol
TREN2,9525,2,0,HVL__0__3842__RAIL__Rail_SaSu+Hol,114__1__414__TZM__505__1__505__1
PARA2,1001,2,240,KPL__0__6452__RAIL__Rail_SaSu+Hol,262__0__421__UZM__705__705
9001,PETO1,2,0,154__0__415__TZM__410__410,HVL__1__3843__RAIL__Rail_SaSu+Hol
6055,6017,2,240,1__1__488__TZM__106__1__106__1,23__0__423__TZM__216__1__216__1
3081,3081,2,120,19__0__155__TZM__136__136,1__1__192__TZM__208__2__208__2
6224,6224,2,240,2__1__548__NBM__39__1__39__1,12__0__449__NBM__22__1__22__1
5915,5915,2,0,22__0__223__NBM__210__3__210__3,21__0__221__NBM__11__3__11__3
PORI2,2001,2,0,KPL__0__6452__RAIL__Rail_SaSu+Hol,220__0__441__TZM__309__1__309__1
WATE2,9140,2,0,HVL__0__3824__RAIL__Rail_SaSu+Hol,160__0__705__TZM__601__601
1001,PARA1,2,0,250__0__133__UZM__20__4__20__4,KPL__1__6329__RAIL__Rail_MTuWThF-XHol
1001,PARA1,2,0,260__1__100__UZM__23__4__23__4,KPL__1__6209__RAIL__Rail_MTuWThF-XHol
8165,WATE1,2,0,130__1__156__TZM__430__430,HVL__1__3609__RAIL__Rail_MTuWThF-XHol
PORI1,2002,2,0,KPL__1__6331__RAIL__Rail_MTuWThF-XHol,60__1__156__MNM__3221__3221
WATE2,9165,2,0,HVL__0__3610__RAIL__Rail_MTuWThF-XHol,130__0__147__TZM__408__2__408__2
WATE2,9165,2,0,HVL__0__3610__RAIL__Rail_MTuWThF-XHol,130__0__147__TZM__408__3__408__3
PORI1,2002,2,0,KPL__1__6419__RAIL__Rail_SaSu+Hol,60__1__412__MNM__2101__2101
1001,PARA1,2,0,261__1__152__UZM__8__4__8__4,KPL__1__6351__RAIL__Rail_MTuWThF-XHol
8251,TAIT1,2,0,120__1__166__TZM__403__2__403__2,HVL__1__3613__RAIL__Rail_MTuWThF-XHol
8251,TAIT1,2,0,120__1__412__TZM__405__1__405__1,HVL__1__3821__RAIL__Rail_SaSu+Hol
6720,7720,2,120,7__0__127__TZM__149__149,29__1__112__TZM__213__2__213__2
7700,7720,2,30,7__1__134__TZM__144__144,29__1__112__TZM__213__2__213__2
6720,7720,2,120,7__0__129__TZM__148__148,29__1__112__TZM__213__2__213__2
8580,UPPE,2,240,112__1__112__TZM__527__527,HVL__1__2623__RAIL__Rail_MTuWThF-XHol
3081,3081,2,120,19__0__447__TZM__104__1__104__1,1__1__504__TZM__106__1__106__1
PARA2,1000,2,0,KPL__0__6432__RAIL__Rail_SaSu+Hol,250__0__411__UZM__707__707
1001,PARA1,2,0,250__0__155__UZM__8__4__8__4,KPL__1__6355__RAIL__Rail_MTuWThF-XHol
3000,3000,2,120,1__0__241__TZM__210__2__210__2,60e__0__109__MNM__3022__3022
3000,3000,2,120,1__0__239__TZM__207__2__207__2,60e__0__109__MNM__3022__3022
3000,3000,2,120,1__0__235__TZM__219__1__219__1,60e__0__109__MNM__3022__3022
PETO2,9001,2,0,HVL__0__3858__RAIL__Rail_SaSu+Hol,150__0__721__TZM__401__401
9001,PETO1,2,0,150__1__134__TZM__406__2__406__2,HVL__1__3611__RAIL__Rail_MTuWThF-XHol
PARA2,1001,2,240,KPL__0__6216__RAIL__Rail_MTuWThF-XHol,261__0__107__UZM__9__4__9__4
1844,1844,2,0,200__0__107__TZM__902__902,313__1__100__TZM__801__801
PARA2,1000,2,0,KPL__0__6424__RAIL__Rail_SaSu+Hol,250__0__407__UZM__712__712
WATE2,9165,2,0,HVL__0__3816__RAIL__Rail_Sa,150__0__401__TZM__405__1__405__1
WATE2,9140,2,0,HVL__0__3846__RAIL__Rail_SaSu+Hol,160__0__435__TZM__602__1__602__1
2003,PORI1,2,0,220__1__104__TZM__311__1__311__1,KPL__1__7205__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,220__1__104__TZM__311__2__311__2,KPL__1__7205__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__105__TZM__302__2__302__2,KPL__1__7205__RAIL__Rail_MTuWThF-XHol
WATE2,9165,2,0,HVL__0__3608__RAIL__Rail_MTuWThF-XHol,150__0__127__TZM__406__2__406__2
2001,PORI1,2,0,220__0__189__TZM__325__325,KPL__1__6331__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,220__1__182__TZM__308__2__308__2,KPL__1__6331__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,220__1__182__TZM__308__3__308__3,KPL__1__6331__RAIL__Rail_MTuWThF-XHol
PORI2,2001,2,0,KPL__0__6326__RAIL__Rail_MTuWThF-XHol,220__0__175__TZM__313__313
PORI2,2001,2,0,KPL__0__8210__RAIL__Rail_MTuWThF-XHol,220__0__175__TZM__313__313
7720,6720,2,0,29__0__409__TZM__114__1__114__1,7__0__431__TZM__109__2__109__2
9001,PETO1,2,0,150__1__114__TZM__404__2__404__2,HVL__1__2621__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,226__0__117__TZM__314__314,KPL__1__6229__RAIL__Rail_MTuWThF-XHol
1501,WAIK,2,240,280__0__117__UZM__33__5__33__5,KPL__1__6223__RAIL__Rail_MTuWThF-XHol
1501,WAIK,2,240,280__0__117__UZM__33__6__33__6,KPL__1__6223__RAIL__Rail_MTuWThF-XHol
8580,UPPE,2,240,111__0__113__TZM__516__516,HVL__1__2623__RAIL__Rail_MTuWThF-XHol
MELL,9150,2,240,MEL__0__5632__RAIL__Rail_MTuWThF-XHol,145__0__113__TZM__420__1__420__1
2001,PORI1,2,0,220__0__751__TZM__302__302,KPL__1__6411__RAIL__Rail_SaSu+Hol
2001,PORI1,2,0,220__0__405__TZM__303__1__303__1,KPL__1__6411__RAIL__Rail_SaSu+Hol
2003,PORI1,2,0,220__1__404__TZM__307__1__307__1,KPL__1__6411__RAIL__Rail_SaSu+Hol
8580,UPPE,2,240,112__1__414__TZM__504__1__504__1,HVL__1__3843__RAIL__Rail_SaSu+Hol
PORI2,2001,2,0,KPL__0__6424__RAIL__Rail_SaSu+Hol,210__0__405__TZM__306__1__306__1
PARA2,1001,2,240,KPL__0__6342__RAIL__Rail_MTuWThF-XHol,261__0__145__UZM__26__4__26__4
PORI2,2003,2,0,KPL__0__6324__RAIL__Rail_MTuWThF-XHol,220__1__170__TZM__325__325
PORI2,2003,2,0,KPL__0__8208__RAIL__Rail_MTuWThF-XHol,220__1__170__TZM__325__325
PORI2,2001,2,0,KPL__0__6462__RAIL__Rail_SaSu+Hol,226__0__451__TZM__310__1__310__1
8297,TAIT1,2,0,121__1__128__TZM__425__425,HVL__1__3629__RAIL__Rail_MTuWThF-XHol
WAIK,1501,2,240,KPL__0__6422__RAIL__Rail_SaSu+Hol,281__0__705__UZM__103__3__103__3
6720,7720,2,120,7__0__737__TZM__111__1__111__1,29__1__718__TZM__215__215
7700,7720,2,30,7__1__738__TZM__210__210,29__1__718__TZM__215__215
2001,PORI1,2,0,220__0__159__TZM__311__1__311__1,KPL__1__6309__RAIL__Rail_MTuWThF-XHol
2001,PORI1,2,0,220__0__159__TZM__311__2__311__2,KPL__1__6309__RAIL__Rail_MTuWThF-XHol
2003,PORI1,2,0,220__1__156__TZM__312__2__312__2,KPL__1__6309__RAIL__Rail_MTuWThF-XHol
PORI1,2002,2,0,KPL__1__6327__RAIL__Rail_MTuWThF-XHol,60__1__154__MNM__3042__3042
2002,PORI1,2,0,236__1__714__TZM__302__302,KPL__1__6443__RAIL__Rail_SaSu+Hol
2002,PORI1,2,0,236__1__416__TZM__306__1__306__1,KPL__1__6443__RAIL__Rail_SaSu+Hol
2003,PORI1,2,0,226__0__407__TZM__305__1__305__1,KPL__1__6415__RAIL__Rail_SaSu+Hol
6733,6730,2,120,7__0__741__TZM__210__210,27__1__720__TZM__104__104
PORI2,2001,2,0,KPL__0__6224__RAIL__Rail_MTuWThF-XHol,220__0__119__TZM__302__2__302__2
WAIK,1501,2,240,KPL__0__6342__RAIL__Rail_MTuWThF-XHol,281__0__131__UZM__30__4__30__4
PORI2,2002,2,0,KPL__0__6332__RAIL__Rail_MTuWThF-XHol,230__0__133__TZM__323__323
6720,7720,2,120,7__0__729__TZM__102__102,29__1__714__TZM__203__203
7700,7720,2,30,7__1__730__TZM__206__206,29__1__714__TZM__203__203
7026,7224,2,240,12__1__426__NBM__43__2__43__2,2__0__485__NBM__14__2__14__2
WAIK,1501,2,240,KPL__0__6456__RAIL__Rail_SaSu+Hol,280__0__423__UZM__715__715
8165,WATE1,2,0,150__1__108__TZM__406__2__406__2,HVL__1__2613__RAIL__Rail_MTuWThF-XHol
7720,7700,2,60,29__0__415__TZM__216__1__216__1,7__1__456__TZM__217__1__217__1
3081,3081,2,120,19__0__719__TZM__217__217,1__1__742__TZM__102__102
WAIK,1501,2,240,KPL__0__6448__RAIL__Rail_SaSu+Hol,280__0__719__UZM__104__3__104__3
3000,3000,2,120,1__0__229__TZM__143__143,19__0__197__TZM__145__145
3000,3000,2,120,1__0__233__TZM__226__226,19__0__197__TZM__145__145
1001,PARA1,2,0,260__1__124__UZM__4__5__4__5,KPL__1__6305__RAIL__Rail_MTuWThF-XHol
1001,PARA1,2,0,260__1__124__UZM__4__6__4__6,KPL__1__6305__RAIL__Rail_MTuWThF-XHol
7026,7224,2,240,12__1__172__NBM__36__3__36__3,2__0__357__NBM__86__86
2002,PORI1,2,0,230__1__414__TZM__303__1__303__1,KPL__1__6435__RAIL__Rail_SaSu+Hol
2002,PORI1,2,0,230__1__710__TZM__305__305,KPL__1__6435__RAIL__Rail_SaSu+Hol
WATE2,9165,2,0,HVL__0__3860__RAIL__Rail_SaSu+Hol,150__0__721__TZM__401__401
3000,3000,2,120,1__0__709__TZM__102__102,19__0__705__TZM__104__104
6733,6730,2,120,7__0__191__TZM__147__147,27__1__128__TZM__122__122
6733,6730,2,120,7__0__193__TZM__134__134,27__1__128__TZM__122__122
9001,PETO1,2,0,154__0__123__TZM__417__1__417__1,HVL__1__3615__RAIL__Rail_MTuWThF-XHol
PARA2,1001,2,240,KPL__0__6444__RAIL__Rail_SaSu+Hol,262__0__417__UZM__711__711
PETO2,9001,2,0,MEL__0__5632__RAIL__Rail_MTuWThF-XHol,154__0__125__TZM__613__613
PETO2,9001,2,0,HVL__0__4618__RAIL__Rail_MTuWThF-XHol,154__0__125__TZM__613__613
7720,7700,2,60,29__0__405__TZM__204__1__204__1,7__1__416__TZM__112__1__112__1
WATE2,9165,2,0,HVL__0__3848__RAIL__Rail_SaSu+Hol,150__0__715__TZM__406__406
3000,3000,2,120,1__0__745__TZM__214__214,60__0__713__MNM__1051__1051
PARA2,1001,2,240,KPL__0__6436__RAIL__Rail_SaSu+Hol,262__0__713__UZM__117__4__117__4
2001,PORI1,2,0,226__0__425__TZM__301__1__301__1,KPL__1__6431__RAIL__Rail_SaSu+Hol
